year,term,context
2001,nature,can be so brave that some things of a secret can also be said out loud it s been 100
2001,nature,slovenian public that this problem is also of a humanitarian that these people who break into groups with us are
2001,nature,been certain changes which are more or less editorial in on the basis of the ministry of finance s comments
2001,nature,ready in a few minutes but it s editorial in that s what the secretariat warned us about
2001,nature,by competent people to be editorial and not substantive in
2001,nature,the parent working body supports the amendment is editorial in and is linked to the amendment to article 16 here
2001,nature,the proposer is a government the amendment is editorial in anybody want a word nobody i conclude the debate we
2001,nature,is set article 45 proposes that the government of editorial propose that in the first paragraph after the text provided
2001,nature,government of the republic of slovenia which is editorial in it s at the bottom of page nineteen of our
2001,nature,of the replica and this is more of a political but it was pronounced here as a rule the coalition
2001,nature,been said but the fact remains the same in the of man it is that man loves but if he
2001,nature,not available it will be possible to do so in so the data will have to be available and someone
2001,nature,so called creation of man or anyone else even his whether it s clever or not i do not think
2001,nature,of it everything that is in line with your crafty of majority thinking thank you very much
2001,nature,said any embarrassment however if they are of a content of course the national assembly will decide by vote a
2001,nature,and in which he warned or commented on the technical of article 1 article 4 article 5 and article 7
2001,nature,some of the key observations of the constitutional or legal of the proposal are not ready to be taken into
2001,nature,act the explanation is that the amendment is editorial in but it is based on the opinion of the secretariat
2001,nature,anything but what he can or can say about the of the matter but i would be most pleased if
2001,nature,therefore i am asking an additional question what is the of the rules governing compulsory registration i e the presence
2001,nature,30 a m i put this proposal of a procedural to the vote a voice from behind excuse me there
2001,nature,members i am voting on this motion of a procedural to proceed at 11 30 a m 62 members and
2001,nature,against 16 i find that the proposal of a procedural has been adopted the national assembly will continue its work
2001,nature,two however there are some others that are regulatory in such as telecommunications and energy in my opinion they would
2001,nature,salary which is an independent profession and is such a that of course there is no direct control over its
2001,nature,faithful to himself nor to his knowledge nor to his would you be faithful to this people who trust in
2001,nature,you for your word my proposal is also editorial in i e i would suggest instead of free carrying shops
2001,nature,national assembly to this meeting which is of a demonstration please let me explain this is what i asked my
2001,nature,have agriculture or that the damage caused to them by means or could be mentioned as an existential threat and
2001,nature,to article 5 of andre gerencher which is editorial in anybody want to talk no no …… we re moving
2001,nature,the amendment of ambassador gerencher andrej who is of editorial we re voting there are 55 members and members present
2001,nature,of slovenia to the said declaration were mainly editorial in otherwise he supported the acceptance of the declaration the members
2001,nature,added after the word powers this amendment is editorial in it is an amendment to article 3 the following sentence
2001,nature,countries and peoples facing terrible economic and other problems of and terrorism it would probably be better to say in
2001,nature,think that eggs and seeds bring babies but in humans can be more deceptive than anywhere else the birth of
2001,nature,clear on this issue other reservations are of a legal some were listed protecting the benefit of the child is
2001,nature,was also listed the third reservation which is ethical in is in particular a reservation that challenges us members and
2001,nature,fertilisation but that this nation will probably go further in than it did in this way but the numbers are
2001,nature,s not in a context that somehow belongs to human in a personal and social sense and this thing of
2001,nature,differently through some science fiction and following the revenge of revenge of nature is already seen in ebola already seen
2001,nature,science fiction and following the revenge of nature revenge of is already seen in ebola already seen in aids and
2001,nature,everyone has the right to receive information of a public which has a legitimate legal interest in the law except
2001,nature,our rules of procedure can be precisely because of this of work because of such scope of work is already
2001,nature,we can actually come up with problems of a constitutional because if this is the case and it is decided
2001,nature,governor of the bank of slovenia is of such a that it goes beyond the question of political support it
2001,nature,and argument for slovenia to have a new personality political in this important place most of the people in the
2001,nature,gradually integrate into one supervisory financial institution because of the of the financial services that are increasingly developing not only
2001,nature,not to political belief these are arguments of a substantive that will lead to our group of members supporting this
2001,nature,the national assembly took note of her warning of editorial that is why we are moving on to a full
2001,nature,in no doubt that this proposal is purely of procedural and above all of follow up to the college agreement
2001,nature,other things it is only a proposal of a procedural that these things which are prepared be treated in a
2001,nature,begun the proposal for a regulation in accordance with the conservation law must also take place in a two month
2001,nature,of setting up the park is precisely defined in the conservation act it takes about a year and a half
2001,nature,to mr celigo follows the procedure laid down by the conservation act of 1999 first it s a software design
2001,nature,and the like these are all regulations of a general and now i m asking a representative of the government
2001,nature,to somehow protect people s health and the protection of and all the other good things we have in the
2001,nature,m interested in another piece of information what is the of the cases in relation to the average in the
2001,nature,later however any such solution which is of a systemic etc i think it is necessary to accept not so
2001,nature,public presentation or public hearing as it is in the of such presentations will raise more questions than will close
2001,nature,events that have humanitarian content or are of a charitable in fact it has been noted that members have been
2001,nature,amendments of which the amendment is two amendments of editorial who wants to discuss the amendments to article 17 please
2001,nature,answer to a question that is not of a substantive can be formally important do the rules of germany austria
2001,nature,it s an intervention of editorial isn t it
2001,nature,this when it comes to questions of a more procedural or organizational nature however there are also some of these
2001,nature,comes to questions of a more procedural nature or organizational however there are also some of these powers that will
2001,nature,things that the college decides about are of a different than strictly substantive and have long term consequences let s
2001,nature,terms of dealing with documents and matters of a confidential this simply means that things will be quite peaceful there
2001,nature,thank you very much i have a replica of principled mr anderlich likes to say we allow you i d
2001,nature,not have any constitutional comments and observations of a systemic it is said that the law after this wage drinks
2001,nature,16 23 and 26 it is two amendments of editorial and two which define more clearly the specific text of
2001,nature,year in this context this budget has a transitional sanitation with which we are partially correcting the mistakes made last
2001,nature,rules the main rules but they are of a general even if i understand you correctly then the municipal decree
2001,nature,m saying these are principles these principles are of general however as regards the purchases of capital shares there is
2001,nature,funds used or the items taken are probably of a to endure it at least that s how i understood
2001,nature,budgetary user the administration of the republic of slovenia for protection amendments to the two sub programmes have been tabled
2001,nature,would like to put forward a proposal of a procedural avoiding this rerun of the former meetings of the federal
2001,nature,to continue to allow access to information of a public i would not refer to specific cases as the availability
2001,nature,europe or in our space it certainly shows a different of the so called democracy or of the global misunderstanding
2001,nature,which the ombudsman has already met much more in his than we have we will be happy with each such
2001,nature,working relations the ombudsman in the 2000 report identifies the of the labour relations initiatives themselves this means that the
2001,nature,your assessment that the answer will be of a confidential is your assessment representative of the government if he further
2001,nature,explains to you that the answer is not of that and will not require the closure of the meeting this
2001,nature,is quite reversed much more complicated pointing to the different of the slovenian transition and to the different complications that
2001,nature,should also be given to it given the content and of the mistakes that some of you have been talking
2001,nature,all due respect and that acid which is of noble also recognises the status it s in so the dolenese
2001,nature,of the national assembly may be only of a formal however the problem is of a nature that should be
2001,nature,of a formal nature however the problem is of a that should be resolved only by the proposed changes and
2001,nature,clear the proposal for matter is not of such a given the scope and complexity that it is possible to
2001,nature,thank you the amendment is purely logically editorial in by adopting this amendment we will achieve that the law
2001,nature,around 7 000 people the current recovery shows the static of these since only a small part of the funds
2001,nature,to return the strmol castle to the denationalisation beneficiary in or intends to pay him compensation in the value of
2001,nature,government of the republic of slovenia tends to return in it is also known that in the office of the
2001,nature,convention on human rights are not merely of a theoretical but that they are also effectively allowed and can be
2001,nature,are highlighted in the event of natural disasters as the of the work and the poor prospects for the creation
2001,nature,of this report which will be necessary depending on the of the data although i note that the whole issue
2001,nature,colleagues the fact is this is a decision of procedural the procedure that we need to take in the national
2001,nature,say the least and it s also of a process so those roles that despite being given an additional deadline
2001,nature,adopting an amendment to article 1 which is editorial in in order to define more precisely the relevant concepts we
2001,nature,you very much with this amendment which is more editorial we wanted to clarify the dictatorship see article 20 states
2001,nature,the amendment is just a slightly more explanatory the ministry is obliged to prepare a guide under the
2001,nature,procedural proposals are possible during the vote that was the of it it proposes a re voting i ask that
2001,nature,which is for me i will say absolutely principled in but i will have to admit that since the application
2001,nature,to for example because there is some irregularity of such that it cannot be resolved within seven days meet at
2001,nature,to reveal today whether all irregularities are of such a that they can be eliminated within 48 hours or seven
2002,nature,and citizens decided on a referendum to enter nato whatever it was let s say that the majority would vote
2002,nature,that it would continue to make corrections to the editorial in the final reference and would duly number the entries
2002,nature,at the second reading or if only amendments of editorial are adopted the secretariat for law and legal affairs in
2002,nature,because i do not know the concept of the explanatory of the amendment because there has been no such terminology
2002,nature,this was that such an object is of such a the government with professional services has also assessed that the
2002,nature,some things that were objective or subjective or of any have failed to collect the toll and this system has
2002,nature,it even so defined if it is not so in it was some obstacle to development but if the content
2002,nature,disability organisations and in this respect mostly of a technical is certainly one of those bills which has been and
2002,nature,too many powers and too many rights in fact the of our work our options our operational options are such
2002,nature,delete the third paragraph the amendment is of a cohesive it was attached to the text anybody want a word
2002,nature,delete the third paragraph the amendment is of a cohesive we re voting 61 present 51 for and none against
2002,nature,drew attention to a clearer definition and distinction of the of spatial acts which should also be reflected in their
2002,nature,and inconsistencies of the proposed solutions in relation to the of individual acts and as a result the uncertainty as
2002,nature,that regulating the space is flexible and that the very of life in a place dictates certain changes on the
2002,nature,is necessary and necessary because the type of land in is classified in the first area of agricultural land where
2002,nature,are in the first category category but in fact in some abandoned meadows infested areas that do not serve anyone
2002,nature,wheel pretty much back although i understand the well meaning of this move in order to close up or that
2002,nature,of the space regulation act such information shall have the of the certificate in accordance with the provisions of the
2002,nature,says that all those collections which are of such a which the state has in hand must clearly be regulated
2002,nature,of such a problem which is essentially of a market has economic legality between employers and employees which can be
2002,nature,is not counted at work then it is not the of the working relationship here again i would like to
2002,nature,we will also discuss all the matters of a strategic for our involvement in nato so that this discussion is
2002,nature,your own committee for internal policy i m milder in so please take this into account
2002,nature,to write down i quote the words of the consecrated are in the military graves of article 2 of this
2002,nature,we also considered that the appropriate text of the consecrated of the graves referred to in article 4 was died
2002,nature,us please previously the secretariat had concerns of a procedural or do you have such concerns now minister
2002,nature,say for a coalition member of the question of rhetorical and i ll say the subject of the reassurance of
2002,nature,environment committee and is of a more legal and technical in doing so the amendment follows one objective which is
2002,nature,first of all i would like to stress the bizarre of the situation in which members elected by members of
2002,nature,official translator there are situations in which because of the of the situation in which a person finds himself i
2002,nature,the public school programme is now being carried out in in public publications it has been possible to read several
2002,nature,question how many of these claims relate to return in what will be the financial consequences of the changed situation
2002,nature,of public schools in these areas if they return in and how will this affect the network of schools in
2002,nature,in fact in his views which are of a substantive he proved how an intellectual should work in the slovenian
2002,nature,president my concerns about mr tratnik are of a substantive mr tratnik served as state secretary at the ministry of
2002,nature,a public law person so well the situation is in if we wanted to settle this situation in books of
2002,nature,caused many conflicts the law would say so but in it would be different we have tried through the law
2002,nature,so that in the case of such a situation in which is of course in the light of the situation
2002,nature,regulate that something once watery land is no longer in we have a number of cases in slovenia i know
2002,nature,with only three amendments two of which are editorial in in fact substantively or partly problematic only now is this
2002,nature,in slovenia through certain measures which are of a prohibitive but must be as little prohibitive as possible alcoholism is
2002,nature,of members that the decision of the college on the of the procedure be decided by the state assembly at
2002,nature,union but since the law is mostly of a technical somehow we have not proposed except on a committee where
2002,nature,agriculture as well as forestry to ensure sustainable conservation of and to survive mainly in rural areas and maybe we
2002,nature,of course there should be a prior procedure under the conservation law and so on it s a building plot
2002,nature,environmental protection 96 of the law on the conservation of and the energy protocol the protocol on the protection of
2002,nature,and the energy protocol the protocol on the protection of and environmental care and the protocol on the regulation of
2002,nature,is also envisaged in contravention of section 96 of the conservation act article 96 states that nature interventions must be
2002,nature,96 of the nature conservation act article 96 states that interventions must be planned planned and implemented in such a
2002,nature,and implemented in such a way as not to distort in the procedures for planning the use or exploitation of
2002,nature,equal effects meets the criterion of least possible interference with and in the case of alternative technical possibilities for the
2002,nature,possibilities for the execution of an infringement does not distort such measures shall not be taken into account for natural
2002,nature,species in the republic of slovenia are protected however the value of the sava valley between vrbo and bled is
2002,nature,valleys due to exceptionalness typicalness complexity diversity and conservation as protection is increasingly moving from protecting species to protecting higher
2002,nature,plant is contrary to the energy protocol the protocol on protection and environmental care and the protocol on space and
2002,nature,namely the energy protocol the protocol on the protection of and environmental care and the protocol on the regulation of
2002,nature,proposal for remedial and compensatory measures laid down by the conservation act has been prepared but since without the amendment
2002,nature,on the other it is about the legitimate concern of these problems have also been accompanied by basic accidents such
2002,nature,small collection of the society for the conservation of the of bled which was published with the help and support
2002,nature,the heel 96 of the law on the conservation of and in my opinion the worst of all is contrary
2002,nature,of the energy protocol the protocol on the protection of and environmental care and the protocol on the regulation of
2002,nature,of the compensation pool would be as stated in the protection board s opinion i quote for nature in this
2002,nature,in the nature protection board s opinion i quote for in this area is completely devastating the project is not
2002,nature,others although some experts deny the appearance of fog in a small stone can trigger a reptile as you well
2002,nature,touch on some aspects i m going to start with conservation the sava valley section between the biscuit and the
2002,nature,pointless to show this object and this intervention into this as a tourist acquisition a new artificial lake would be
2002,nature,alpine conventions in particular the energy protocol the protocol on protection and environmental care and the protocol on spatial planning
2002,nature,at the time no one was aware of the temporary of the pids as a specific type of investment company
2002,nature,this is of course an assessment that is valuable in that the rent for someone who is now 40 years
2002,nature,origin and of course to the unwanted conduct of sexual which offends the dignity of men and women in the
2002,nature,that lasts for a certain period of time by its because of the duration of the programme project tasks that
2002,nature,and in all the other professions that are of this to open up this possibility but not just for this
2002,nature,hours there are two reasons the first is the deficient of professions according to the data of the employment service
2002,nature,a number of arguments for and against formal and substantive but this argument which my predecessor has now proposed to
2002,nature,only one more detail which is of a more nomological in article 60 the text should be moved to a
2002,nature,be able to experience only possible adjustments of the nomotechnical because we will support it thank you very much
2002,nature,amendments it is essentially amendments of an editorial purely editorial and thus amendments to articles 6 22 23 27 28
2002,nature,army requires more funding from the state budget by the of the organisation and equipment the estimated 2 of the
2002,nature,pohorje and runs for a long time after the unspoiled and also has a name on its river i would
2002,nature,dealt with quickly while the law is of a technical it is both cross cutting and professionally coordinated as you
2002,nature,even have slovenian citizenship and also because of the symbolic of such an act is not sufficiently clear enough to
2002,nature,proposed by mr tone partljič the amendment is editorial in anybody want to talk he doesn t want to i
2002,nature,of views and opinions on issues of a social political and of course the organisation of other forms of public
2002,nature,example of motorists here however additional restrictions of a general and restrictions on meetings by the competent authority are also
2002,nature,in the event that the event is of such a that it must be notified has been devoted to the
2002,nature,government s amendment to this article which is editorial in anybody want to talk because no we re moving on
2002,nature,anxiety about losing a job that is unemployed unemployed by cannot cultivate a healthy lifestyle even though it has too
2002,nature,and democracy true some things cannot be the same because is such there are however some who can or can
2002,nature,possible impact on human health the least possible impact on and the least possible impact on the environment and cultural
2002,nature,to see the catastrophic effects of what is happening in so let us start with renewable resources as soon as
2002,nature,would prevent any interference with all natural values under the conservation law the fact is that a number of measurements
2002,nature,must say that i see also some contradiction of the protection lobby so i can call it which is intellectually
2002,nature,want to get to concrete in a particular case the protection conditions are so acute that virtually this type of
2002,nature,in my opinion also be a milestone for over conservative conservation in slovenia alone in slovenia which is a country
2002,nature,account i understand and also have a subtle attitude towards in some way and i understand the aspirations of naturalists
2002,nature,aspirations of naturalists when it comes to actual threats to when it comes to over industrialization and over pollution however
2002,nature,pollution however in the country and in the areas where itself has created some currents that actually prevent some normal
2002,nature,tsetsebin which certainly as has been established has a positive and needs to make this move today and here and
2002,nature,proposal for a law on amendments and supplements to the conservation act yesterday 17 12 the national assembly held a
2002,nature,the law on amendments and supplements to the law on conservation i give my word about the harmonisation amendments to
2002,nature,individual beneficiary the procedures for each of these persons by may run completely separately therefore the possible duration of the
2002,nature,court to unconstitutional solutions they re mainly of a professional some solutions to the current government proposal are once again
2002,nature,in short the extent of the problem is completely different is completely different it s a balance sheet nothing else
2002,nature,president and vice president on a proposal of a similar also made by colleague podobnik he also refers to the
2002,nature,property this speaks only of something that is evident in being declared formal that s all
2002,nature,a little short article 28 speaks of the state of and he says border or what is considered a sea
2002,nature,register the book’s condition is quite different from that of and article 188 allows for adaptation of the land register
2002,nature,188 allows for adaptation of the land register state in that s all
2002,nature,in articles 11 and 28 and the criteria are in since the minister cannot invent a state of nature and
2002,nature,in nature since the minister cannot invent a state of and in short this criterion allows for the regulation of
2002,nature,regulation of the cadastral state according to the state of that s all there s nothing to talk about ownership
2002,nature,only now adopted because those who are or are the of the crisis and the breakdown of these crises we
2002,nature,each point individually my proposal was of an extremely procedural in accordance with the agreements we concluded at the meeting
2002,nature,would not after the return of the house in the of the lady concerned and her relatives the first family
2002,nature,in accordance with the provisions of article 43 of the conservation act and the environmental protection act for the use
2002,nature,since postojna cave and complex around postojna cave have this we expect the country to do something about it as
2002,nature,certain budgetary resources the minister drew attention to the different of taxes and to the system of collection of certain
2002,nature,of the committee to this article which is editorial in anybody want to talk no no …… we are therefore
2002,nature,on the law the demand is of a very selfish gentlemen were very upset when the national assembly took away
2002,nature,the individual contain completely intimate information which are confidential in the members of the committee also pointed out that it
2002,nature,of identifying or recording and transmitting data of an intimate particularly in the field of health i believe that this
2002,nature,for university education in the legal direction due to the of the function performed by the executors in view of
2002,nature,today s meeting because of other obligations of an acquittal these are colleagues pukšič pohorec bevk kelemina please someone excused
2002,nature,for this there must also be authorities of a judicial on the one hand and on the other hand if
2002,nature,this case the next thing i would mention is the of the state audit commission its resolution of how this
2002,nature,suddenly receives all these benefits that are not in his at least if we judge in his public image what
2002,nature,it is appropriate to include such ones with a warning warnings warnings so that the fine is not the first
2002,nature,organisations and in this respect is mostly of a technical such attention in a certain sense is difficult to understand
2002,nature,to be excluded disability companies however are established by their on the basis of the company law but also by
2002,nature,first is article 12 and is of a more editorial the right to an interpreter to be provided by the
2002,nature,all these words of yours are completely unfounded under the conservation act the government is obliged or the minister of
2002,nature,values the honourable member can read in the law on conservation however the definition of an area as a natural
2002,nature,cultural monument and in this case though the field of is nothing more than that thank you very much
2002,nature,would i be more civil friendly due to the triple of the controls as i say all these things require
2002,nature,i think that this provision is of such a systemic in this law that we should talk about it more
2002,nature,or in what form this is possible depending on the of the activity itself or of the object i will
2002,nature,the republic of croatia because the agreements are such a however this ambitious plan failed quickly as the republic of
2002,nature,whole different dimension although they are mainly professional issues by and perhaps it would be easier if one country takes
2002,nature,answer in 15 minutes let me just explain the procedural today too at the college we discussed the question of
2002,nature,matter of political consultation so much for questions of procedural who wants to have a word from government representatives first
2002,nature,the final objective of the status regime regardless of the of the business relationship is the safe and smooth operation
2002,nature,is becoming increasingly important government meetings are of an e on the other hand we stress the importance of information
2002,nature,this regard the first question is more of a communication representatives of this civil society organisation have complained to me
2002,nature,second part of my question is more of a substantive i am interested in a more detailed explanation of the
2002,nature,it also has instruments which are mainly of a legislative and it is the national assembly that will then assess
2002,nature,like to raise the question which is of a key and in the past few months my colleague školč has
2002,nature,college the principle question which is also of a constitutional whether we can pass decisions on to colleges as to
2002,nature,about and here is my thought that the fundamental constitutional of parliament is decided by a minority in college and
2002,nature,less the amendment proposed under article 44 is editorial in article 44 first paragraph states a representative shall be invited
2002,nature,simple majority of members and in decisions of a substantive by a two thirds majority of those present for if
2002,nature,the proposed amendments which are in fact of a technical thank you
